Date,Campaign,Ad Group,Sector,Country,Impressions,Clicks,Cost,Conversions,Conv. value
2024-01-10,Nike_Search,Competitor,Commercial,UK,64681,3501,2492.67,1242,52008.27
2024-01-11,Nike_Search,Competitor,Commercial,USA,132422,3271,2021.58,292,57647.05
2024-01-12,Nike_Search,Competitor,Commercial,Germany,145428,2936,1272.34,931,88991.22
2024-01-13,Nike_Search,Competitor,Commercial,Germany,44329,638,736.29,186,19438.47
2024-01-14,Nike_Search,Competitor,Commercial,Turkey,48972,5901,1941.25,1056,260707.65
2024-01-15,Nike_Search,Competitor,Commercial,Germany,117879,4682,2352.58,1164,156975.03
2024-01-16,Nike_Search,Competitor,Commercial,Germany,77137,6648,1052.13,2538,587182.86
2024-01-17,Nike_Search,Competitor,Commercial,USA,117560,12097,1305.57,2569,280223.17
2024-01-18,Nike_Search,Competitor,Commercial,UK,134629,14828,693.93,5591,193459.81
2024-01-19,Nike_Search,Competitor,Commercial,Turkey,66177,9268,69.46,3494,170130.03
2024-01-20,Nike_Search,Competitor,Commercial,UK,43472,4750,1028.24,149,11202.79
2024-01-21,Nike_Search,Competitor,Commercial,UK,26511,1509,1191.4,547,124458.07
2024-01-22,Nike_Search,Competitor,Commercial,UK,30604,783,491.67,55,12728.57
2024-01-23,Nike_Search,Competitor,Commercial,UK,115538,6616,1033.73,264,25446.72
2024-01-24,Nike_Search,Competitor,Commercial,France,129479,7047,1770.61,1950,98910.72
2024-01-25,Nike_Search,Competitor,Commercial,UK,12035,1196,431.57,240,13857.75
2024-01-26,Nike_Search,Competitor,Commercial,USA,85935,9389,126.74,2462,490421.15
2024-01-27,Nike_Search,Competitor,Commercial,Turkey,96763,13016,1103.77,3878,283170.35
2024-01-28,Nike_Search,Competitor,Commercial,USA,8014,946,711.13,325,21002.72
2024-01-29,Nike_Search,Competitor,Commercial,USA,20155,1201,1042.42,152,33683.14
2024-01-30,Nike_Search,Competitor,Commercial,UK,112027,7095,1690.63,1062,70535.51
2024-01-01,Nike_Search,Remarketing,Commercial,Turkey,26232,3745,2259.02,700,169230.11
2024-01-02,Nike_Search,Remarketing,Commercial,Germany,45131,1706,905.73,429,57213.88
2024-01-03,Nike_Search,Remarketing,Commercial,France,44123,5787,1120.12,1593,334814.4
2024-01-04,Nike_Search,Remarketing,Commercial,France,54051,717,1820.67,74,7240.15
2024-01-05,Nike_Search,Remarketing,Commercial,Germany,5718,234,2246.43,18,2472.75
2024-01-06,Nike_Search,Remarketing,Commercial,Germany,31781,3409,693.87,7,1731.48
2024-01-07,Nike_Search,Remarketing,Commercial,USA,119788,3273,139.39,384,45903.22
2024-01-08,Nike_Search,Remarketing,Commercial,France,45542,5002,975.01,712,51404.05
2024-01-09,Nike_Search,Remarketing,Commercial,USA,5767,459,2043.76,4,371.75
2024-01-10,Nike_Search,Remarketing,Commercial,Germany,133618,4167,1763.33,1328,331715.59
2024-01-11,Nike_Search,Remarketing,Commercial,UK,109580,5842,912.92,2221,268332.49
2024-01-12,Nike_Search,Remarketing,Commercial,Germany,31721,1520,1174.12,382,24754.14
2024-01-13,Nike_Search,Remarketing,Commercial,France,44639,4526,1117.9,583,125429.89
2024-01-14,Nike_Search,Remarketing,Commercial,UK,76251,10244,2347.86,812,202152.86
2024-01-15,Nike_Search,Remarketing,Commercial,Turkey,25498,2740,90.24,842,40691.29
2024-01-16,Nike_Search,Remarketing,Commercial,France,144798,3347,1602.14,1030,160450.88
2024-01-17,Nike_Search,Remarketing,Commercial,Turkey,77996,6971,569.08,1862,277637.76
2024-01-18,Nike_Search,Remarketing,Commercial,Turkey,53264,7095,1200.46,509,52879.03
2024-01-19,Nike_Search,Remarketing,Commercial,UK,110248,13049,68.63,3069,616850.93
2024-01-20,Nike_Search,Remarketing,Commercial,France,76345,4464,2205.04,541,50942.86
2024-01-21,Nike_Search,Remarketing,Commercial,UK,65322,148,2255.46,26,841.15
2024-01-22,Nike_Search,Remarketing,Commercial,Turkey,42206,3147,2109.89,1062,222497.22
2024-01-23,Nike_Search,Remarketing,Commercial,France,85223,5570,467.51,1761,139844.53
2024-01-24,Nike_Search,Remarketing,Commercial,UK,52504,5128,1628.86,211,43318.22
2024-01-25,Nike_Search,Remarketing,Commercial,France,114486,4302,2351.51,799,195679.11
2024-01-26,Nike_Search,Remarketing,Commercial,USA,107675,14893,829.41,1297,160069.72
2024-01-27,Nike_Search,Remarketing,Commercial,Turkey,35116,4210,340.01,1181,237928.15
2024-01-28,Nike_Search,Remarketing,Commercial,Germany,146940,5291,2374.32,834,38349.19
2024-01-29,Nike_Search,Remarketing,Commercial,Turkey,116667,458,1590.79,151,8974.83
2024-01-30,Nike_Search,Remarketing,Commercial,France,144520,2661,1450.89,51,9793.35
2024-01-01,Adidas_Search,Brand,Commercial,USA,120936,11814,507.06,1816,166722.54
2024-01-02,Adidas_Search,Brand,Commercial,France,66291,6274,1937.46,211,18328.96
2024-01-03,Adidas_Search,Brand,Commercial,USA,8066,291,321.78,76,3997.9
2024-01-04,Adidas_Search,Brand,Commercial,USA,76045,4372,2241.78,190,8058.06
2024-01-05,Adidas_Search,Brand,Commercial,Germany,56518,6482,296.65,89,10510.25
2024-01-06,Adidas_Search,Brand,Commercial,UK,22004,941,1733.97,192,43235.62
2024-01-07,Adidas_Search,Brand,Commercial,UK,44232,1552,781.95,182,31563.34
2024-01-08,Adidas_Search,Brand,Commercial,France,10244,320,2440.99,88,11781.44
2024-01-09,Adidas_Search,Brand,Commercial,France,145257,244,438.05,94,7732.7
2024-01-10,Adidas_Search,Brand,Commercial,Turkey,52553,5045,122.41,47,6652.8
2024-01-11,Adidas_Search,Brand,Commercial,USA,58703,6058,331.23,888,28093.62
2024-01-12,Adidas_Search,Brand,Commercial,USA,59609,1447,1832.97,129,10991.82
2024-01-13,Adidas_Search,Brand,Commercial,UK,54228,7888,275.33,2900,432351.87
2024-01-14,Adidas_Search,Brand,Commercial,Germany,124432,16326,1118.35,3276,761762.78
2024-01-15,Adidas_Search,Brand,Commercial,Germany,47340,1701,1733.29,287,69287.84
2024-01-16,Adidas_Search,Brand,Commercial,Turkey,83680,2794,1995.54,999,122408.59
2024-01-17,Adidas_Search,Brand,Commercial,UK,113080,8982,2048.94,2551,125511.24
2024-01-18,Adidas_Search,Brand,Commercial,UK,114541,6624,1439.5,1531,347577.27
2024-01-19,Adidas_Search,Brand,Commercial,Turkey,119808,5560,2229.15,2094,171580.94
2024-01-20,Adidas_Search,Brand,Commercial,UK,78932,9974,2075.38,2642,631002.25
2024-01-21,Adidas_Search,Brand,Commercial,France,94341,6605,123.35,736,152377.1
2024-01-22,Adidas_Search,Brand,Commercial,UK,50736,3010,651.03,440,76038.51
2024-01-23,Adidas_Search,Brand,Commercial,Germany,40021,2655,349.64,652,117272.5
2024-01-24,Adidas_Search,Brand,Commercial,Germany,58039,7704,1440.3,1317,299245.31
2024-01-25,Adidas_Search,Brand,Commercial,France,19363,1659,744.85,217,31168.58
2024-01-26,Adidas_Search,Brand,Commercial,Turkey,149051,9191,1804.85,3618,747735.54
2024-01-27,Adidas_Search,Brand,Commercial,Turkey,112559,14340,828.57,2622,182448.84
2024-01-28,Adidas_Search,Brand,Commercial,Turkey,131481,16419,164.64,2248,269261.8
2024-01-29,Adidas_Search,Brand,Commercial,Turkey,120694,5687,1523.51,1568,122609.65
2024-01-30,Adidas_Search,Brand,Commercial,Turkey,76720,372,1626.98,147,36351.6
2024-01-01,Adidas_Search,Generic,Commercial,UK,76544,2227,2112.03,412,13730.66
2024-01-02,Adidas_Search,Generic,Commercial,France,140284,1361,876.61,16,650.03
2024-01-03,Adidas_Search,Generic,Commercial,Turkey,110810,9943,722.95,3087,317376.03
2024-01-04,Adidas_Search,Generic,Commercial,Turkey,147870,10342,1259.86,385,43696.99
2024-01-05,Adidas_Search,Generic,Commercial,UK,131325,4058,2115.54,1265,60868.4
2024-01-06,Adidas_Search,Generic,Commercial,USA,14539,122,389.9,20,4376.25
2024-01-07,Adidas_Search,Generic,Commercial,UK,61334,2868,265.64,755,157518.08
2024-01-08,Adidas_Search,Generic,Commercial,France,3295,432,2176.64,66,14767.29
2024-01-09,Adidas_Search,Generic,Commercial,Turkey,31046,473,2370.5,19,1602.43
2024-01-10,Adidas_Search,Generic,Commercial,France,101498,4502,1761.73,282,44070.11
2024-01-11,Adidas_Search,Generic,Commercial,Turkey,35105,2695,2161.64,846,142384.61
2024-01-12,Adidas_Search,Generic,Commercial,Turkey,138777,17368,639.28,3915,680370.31
2024-01-13,Adidas_Search,Generic,Commercial,Germany,86387,12738,1840.62,1850,84461.49
2024-01-14,Adidas_Search,Generic,Commercial,Germany,23704,1525,1418.36,248,42999.03
2024-01-15,Adidas_Search,Generic,Commercial,USA,22451,387,2430.82,15,1092.1
2024-01-16,Adidas_Search,Generic,Commercial,USA,124722,12697,510.4,856,86970.7
2024-01-17,Adidas_Search,Generic,Commercial,France,140318,16920,2153.22,6229,1479299.08
2024-01-18,Adidas_Search,Generic,Commercial,UK,42369,4212,308.87,266,19744.27
2024-01-19,Adidas_Search,Generic,Commercial,Germany,103076,7492,2176.25,2103,148639.33
2024-01-20,Adidas_Search,Generic,Commercial,UK,51270,642,730.7,84,15070.43
2024-01-21,Adidas_Search,Generic,Commercial,France,28755,1286,1179.34,109,20996.76
2024-01-22,Adidas_Search,Generic,Commercial,USA,6348,551,508.22,7,925.08
2024-01-23,Adidas_Search,Generic,Commercial,France,120657,11612,700.67,4508,197968.92
2024-01-24,Adidas_Search,Generic,Commercial,UK,57591,2547,1022.47,441,61424.04
2024-01-25,Adidas_Search,Generic,Commercial,Turkey,117694,9012,955.96,201,34358.92
2024-01-26,Adidas_Search,Generic,Commercial,UK,52838,2488,514.15,180,28558.99
2024-01-27,Adidas_Search,Generic,Commercial,France,131398,17074,1112.24,5580,202113.6
2024-01-28,Adidas_Search,Generic,Commercial,USA,31119,1878,332.21,36,5559.37
2024-01-29,Adidas_Search,Generic,Commercial,USA,19261,2259,297.53,231,51648.15
2024-01-30,Adidas_Search,Generic,Commercial,UK,104736,6517,298.2,1098,149782.16
2024-01-01,Adidas_Search,Competitor,Commercial,USA,55366,5775,1610.4,1179,224155.62
2024-01-02,Adidas_Search,Competitor,Commercial,Turkey,50517,4202,2274.07,1274,168512.78
2024-01-03,Adidas_Search,Competitor,Commercial,Germany,64552,2869,822.03,142,8874.32
2024-01-04,Adidas_Search,Competitor,Commercial,Germany,121332,4727,2407.5,1364,179754.95
2024-01-05,Adidas_Search,Competitor,Commercial,Germany,7459,443,2437.21,19,1204.85
2024-01-06,Adidas_Search,Competitor,Commercial,Turkey,94312,7843,1478.74,2000,442948.34
2024-01-07,Adidas_Search,Competitor,Commercial,UK,30674,450,2056.37,145,25811.51
2024-01-08,Adidas_Search,Competitor,Commercial,Germany,61844,8686,1282.71,3092,179277.76
2024-01-09,Adidas_Search,Competitor,Commercial,Turkey,28212,2575,2019.54,687,87138.17
2024-01-10,Adidas_Search,Competitor,Commercial,Germany,145055,8512,1675.35,1038,111029.77
2024-01-11,Adidas_Search,Competitor,Commercial,Turkey,94438,5013,1789.89,1825,258259.38
2024-01-12,Adidas_Search,Competitor,Commercial,France,128970,3774,711.35,1063,200745.95
2024-01-13,Adidas_Search,Competitor,Commercial,Turkey,40771,3441,2147.85,1350,335703.95
2024-01-14,Adidas_Search,Competitor,Commercial,Germany,132503,1092,648.7,379,68809.86
2024-01-15,Adidas_Search,Competitor,Commercial,UK,96219,3460,1873.69,396,91929.67
2024-01-16,Adidas_Search,Competitor,Commercial,UK,30293,2323,2199.0,695,102586.31
2024-01-17,Adidas_Search,Competitor,Commercial,UK,140125,5812,700.01,1428,321012.76
2024-01-18,Adidas_Search,Competitor,Commercial,UK,111391,9132,807.84,168,26105.74
2024-01-19,Adidas_Search,Competitor,Commercial,Germany,34233,3630,1998.57,1160,281687.94
2024-01-20,Adidas_Search,Competitor,Commercial,Germany,77604,1885,2425.2,510,119149.99
2024-01-21,Adidas_Search,Competitor,Commercial,USA,124242,5002,1331.81,593,98054.87
2024-01-22,Adidas_Search,Competitor,Commercial,USA,81598,8056,756.24,1207,34409.51
2024-01-23,Adidas_Search,Competitor,Commercial,Turkey,58970,4716,2072.4,252,9316.06
2024-01-24,Adidas_Search,Competitor,Commercial,Germany,3334,300,913.03,106,2665.3
2024-01-25,Adidas_Search,Competitor,Commercial,Germany,38102,2948,2202.87,1028,179589.9
2024-01-26,Adidas_Search,Competitor,Commercial,France,42642,784,1797.33,73,18182.89
2024-01-27,Adidas_Search,Competitor,Commercial,USA,115259,2724,762.46,65,8545.22
2024-01-28,Adidas_Search,Competitor,Commercial,Germany,67202,6408,1085.28,401,90598.96
2024-01-29,Adidas_Search,Competitor,Commercial,Germany,83457,2919,1431.57,660,135950.47
2024-01-30,Adidas_Search,Competitor,Commercial,USA,54299,2128,382.44,567,39629.17
2024-01-01,Adidas_Search,Remarketing,Commercial,Germany,24438,1297,1438.33,472,69767.22
2024-01-02,Adidas_Search,Remarketing,Commercial,UK,116528,3227,389.59,905,163967.91
2024-01-03,Adidas_Search,Remarketing,Commercial,France,95731,7753,917.77,1910,228462.31
2024-01-04,Adidas_Search,Remarketing,Commercial,UK,122922,986,2285.77,13,3125.66
2024-01-05,Adidas_Search,Remarketing,Commercial,UK,25181,3175,394.43,619,125033.18
2024-01-06,Adidas_Search,Remarketing,Commercial,France,136271,12306,361.82,4450,1012287.3
2024-01-07,Adidas_Search,Remarketing,Commercial,Germany,16034,1688,358.54,6,774.79
2024-01-08,Adidas_Search,Remarketing,Commercial,France,122644,1860,257.41,276,58436.44
2024-01-09,Adidas_Search,Remarketing,Commercial,Turkey,89420,9817,288.63,1190,181147.47
2024-01-10,Adidas_Search,Remarketing,Commercial,Germany,17955,577,1864.16,172,24068.77
2024-01-11,Adidas_Search,Remarketing,Commercial,Turkey,55756,2441,1427.02,507,28235.14
2024-01-12,Adidas_Search,Remarketing,Commercial,USA,80877,10373,811.68,52,10725.72
2024-01-13,Adidas_Search,Remarketing,Commercial,France,54612,1019,214.5,78,12546.53
2024-01-14,Adidas_Search,Remarketing,Commercial,Turkey,138268,3254,655.65,212,27897.51
2024-01-15,Adidas_Search,Remarketing,Commercial,France,118343,12882,186.35,997,92205.4
2024-01-16,Adidas_Search,Remarketing,Commercial,UK,50246,6799,625.57,2239,187093.29
2024-01-17,Adidas_Search,Remarketing,Commercial,France,117115,4116,1109.27,1302,38894.68
2024-01-18,Adidas_Search,Remarketing,Commercial,USA,65093,2877,1303.21,1119,78418.38
2024-01-19,Adidas_Search,Remarketing,Commercial,UK,78031,4822,1685.46,1205,163779.9
2024-01-20,Adidas_Search,Remarketing,Commercial,Germany,104547,6401,1759.25,439,56803.01
2024-01-21,Adidas_Search,Remarketing,Commercial,UK,40840,309,744.38,15,2279.21
2024-01-22,Adidas_Search,Remarketing,Commercial,Turkey,81367,638,1630.52,227,7852.42
2024-01-23,Adidas_Search,Remarketing,Commercial,Germany,38517,3913,2211.94,938,81890.6
2024-01-24,Adidas_Search,Remarketing,Commercial,USA,95781,8282,2146.81,2061,149269.02
2024-01-25,Adidas_Search,Remarketing,Commercial,France,104399,8485,203.78,2686,158650.23
2024-01-26,Adidas_Search,Remarketing,Commercial,France,90943,7608,1802.2,573,50210.0
2024-01-27,Adidas_Search,Remarketing,Commercial,Germany,105266,1197,2294.59,330,44168.04
2024-01-28,Adidas_Search,Remarketing,Commercial,UK,49284,4798,1785.83,1038,207044.2
2024-01-29,Adidas_Search,Remarketing,Commercial,France,69954,2200,1759.53,602,144431.11
2024-01-30,Adidas_Search,Remarketing,Commercial,Germany,107846,1187,160.08,436,82795.28
2024-01-01,Tesla_Search,Brand,Commercial,USA,27307,2804,310.24,975,95377.78
2024-01-02,Tesla_Search,Brand,Commercial,USA,64027,1807,2254.5,178,33612.93
2024-01-03,Tesla_Search,Brand,Commercial,UK,112115,2189,201.72,256,12993.69
2024-01-04,Tesla_Search,Brand,Commercial,Turkey,117744,12345,1536.01,241,56104.54
2024-01-05,Tesla_Search,Brand,Commercial,Germany,30222,3762,975.19,1305,201101.05
2024-01-06,Tesla_Search,Brand,Commercial,USA,53306,2148,1253.2,695,62112.22
2024-01-07,Tesla_Search,Brand,Commercial,USA,44490,3635,2043.9,393,17431.17
2024-01-08,Tesla_Search,Brand,Commercial,Turkey,27219,913,131.44,71,16045.32
2024-01-09,Tesla_Search,Brand,Commercial,Germany,108961,9390,1389.12,294,29888.05
2024-01-10,Tesla_Search,Brand,Commercial,France,132069,6310,2089.39,2336,493373.81
2024-01-11,Tesla_Search,Brand,Commercial,France,94302,5920,1565.27,2288,496541.44
2024-01-12,Tesla_Search,Brand,Commercial,Turkey,117049,14088,1582.4,580,88774.39
2024-01-13,Tesla_Search,Brand,Commercial,USA,137593,9852,297.24,2042,156987.0
2024-01-14,Tesla_Search,Brand,Commercial,France,143698,10923,105.23,2374,551982.3
2024-01-15,Tesla_Search,Brand,Commercial,Germany,104347,11602,926.87,1293,313973.8
2024-01-16,Tesla_Search,Brand,Commercial,Turkey,142095,18933,641.43,4241,995180.49
2024-01-17,Tesla_Search,Brand,Commercial,France,83851,6620,1565.68,2236,406821.26
2024-01-18,Tesla_Search,Brand,Commercial,Turkey,125464,8699,1650.42,132,13339.94
2024-01-19,Tesla_Search,Brand,Commercial,Germany,54562,2820,2225.67,121,6817.13
2024-01-20,Tesla_Search,Brand,Commercial,France,88405,12488,1675.17,510,39787.07
2024-01-21,Tesla_Search,Brand,Commercial,Turkey,149811,20068,1772.57,6271,1296119.67
2024-01-22,Tesla_Search,Brand,Commercial,Germany,20550,1784,1515.46,627,146784.97
2024-01-23,Tesla_Search,Brand,Commercial,France,127507,4322,712.75,85,4115.17
2024-01-24,Tesla_Search,Brand,Commercial,UK,135065,7460,1643.33,1767,234053.87
2024-01-25,Tesla_Search,Brand,Commercial,USA,7621,193,114.57,25,3629.8
2024-01-26,Tesla_Search,Brand,Commercial,UK,6743,645,1231.32,198,39061.11
2024-01-27,Tesla_Search,Brand,Commercial,USA,114648,14066,1396.39,946,116868.27
2024-01-28,Tesla_Search,Brand,Commercial,France,98392,5843,524.43,1788,414038.99
2024-01-29,Tesla_Search,Brand,Commercial,USA,62826,1587,1492.11,232,27362.02
2024-01-30,Tesla_Search,Brand,Commercial,France,14000,1722,86.5,255,52999.18
2024-01-01,Tesla_Search,Generic,Commercial,Turkey,16851,599,1124.46,72,2508.25
2024-01-02,Tesla_Search,Generic,Commercial,Germany,66027,4870,367.8,814,108024.16
2024-01-03,Tesla_Search,Generic,Commercial,Turkey,22133,392,662.99,139,9913.3
2024-01-04,Tesla_Search,Generic,Commercial,Germany,59746,7346,1797.18,1502,301221.43
2024-01-05,Tesla_Search,Generic,Commercial,Germany,66017,8711,2237.8,1306,237690.21
2024-01-06,Tesla_Search,Generic,Commercial,France,29362,522,899.26,105,19292.48
2024-01-07,Tesla_Search,Generic,Commercial,France,129456,9247,242.19,561,120233.92
2024-01-08,Tesla_Search,Generic,Commercial,France,62433,5076,1867.68,431,22678.49
2024-01-09,Tesla_Search,Generic,Commercial,USA,11402,561,1760.94,166,32692.57
2024-01-10,Tesla_Search,Generic,Commercial,Turkey,7580,1101,2099.0,138,12080.89
2024-01-11,Tesla_Search,Generic,Commercial,UK,80751,1464,196.31,393,53626.99
2024-01-12,Tesla_Search,Generic,Commercial,UK,102837,7354,158.82,842,92913.5
2024-01-13,Tesla_Search,Generic,Commercial,UK,141589,1792,1667.99,32,4699.15
2024-01-14,Tesla_Search,Generic,Commercial,Germany,8813,768,2310.61,134,27778.85
2024-01-15,Tesla_Search,Generic,Commercial,France,58765,528,885.31,159,19504.07
2024-01-16,Tesla_Search,Generic,Commercial,UK,16973,527,1405.57,184,43204.37
2024-01-17,Tesla_Search,Generic,Commercial,Germany,142184,15268,1088.4,5891,900546.49
2024-01-18,Tesla_Search,Generic,Commercial,France,70183,2743,2402.75,957,184478.61
2024-01-19,Tesla_Search,Generic,Commercial,USA,36569,204,737.72,35,1548.6
2024-01-20,Tesla_Search,Generic,Commercial,USA,144292,9773,876.95,1616,54437.22
2024-01-21,Tesla_Search,Generic,Commercial,Germany,96816,4483,1665.11,1602,275435.06
2024-01-22,Tesla_Search,Generic,Commercial,France,5234,207,801.89,41,8737.1
2024-01-23,Tesla_Search,Generic,Commercial,USA,118341,15242,92.3,72,9356.32
2024-01-24,Tesla_Search,Generic,Commercial,Germany,127883,18318,583.71,479,74438.19
2024-01-25,Tesla_Search,Generic,Commercial,Turkey,74468,10079,1401.05,3904,153855.8
2024-01-26,Tesla_Search,Generic,Commercial,USA,69634,4604,685.87,1013,54322.18
2024-01-27,Tesla_Search,Generic,Commercial,USA,40509,5142,1657.15,953,48365.2
2024-01-28,Tesla_Search,Generic,Commercial,Turkey,50301,5686,1291.46,1803,280322.17
2024-01-29,Tesla_Search,Generic,Commercial,Turkey,147072,7549,198.99,2926,726214.2
2024-01-30,Tesla_Search,Generic,Commercial,Germany,6225,774,2120.08,180,26387.87
2024-01-01,Tesla_Search,Competitor,Commercial,Turkey,63524,5809,317.45,2076,259204.9
2024-01-02,Tesla_Search,Competitor,Commercial,France,22303,1050,549.9,292,31698.31
2024-01-03,Tesla_Search,Competitor,Commercial,UK,20715,2709,1094.86,579,33114.68
2024-01-04,Tesla_Search,Competitor,Commercial,Germany,96447,5568,2438.99,1534,200806.94
2024-01-05,Tesla_Search,Competitor,Commercial,Germany,10167,408,952.34,74,17339.64
2024-01-06,Tesla_Search,Competitor,Commercial,France,8693,297,1542.14,103,9831.23
2024-01-07,Tesla_Search,Competitor,Commercial,France,92191,3600,978.16,1193,38575.53
2024-01-08,Tesla_Search,Competitor,Commercial,USA,101900,12574,2494.66,642,154025.66
2024-01-09,Tesla_Search,Competitor,Commercial,USA,133988,18903,1594.29,6012,715836.98
2024-01-10,Tesla_Search,Competitor,Commercial,Turkey,140348,1765,1537.4,675,96525.55
2024-01-11,Tesla_Search,Competitor,Commercial,UK,85083,4490,527.81,1178,107126.96
2024-01-12,Tesla_Search,Competitor,Commercial,USA,88162,4062,2007.56,741,57020.25
2024-01-13,Tesla_Search,Competitor,Commercial,Germany,32255,2054,1140.27,419,44591.35
2024-01-14,Tesla_Search,Competitor,Commercial,Germany,148920,16648,237.29,2967,510321.73
2024-01-15,Tesla_Search,Competitor,Commercial,France,62384,7435,1976.45,941,144068.99
2024-01-16,Tesla_Search,Competitor,Commercial,USA,142932,8106,1952.3,1669,294868.33
2024-01-17,Tesla_Search,Competitor,Commercial,USA,70230,4780,886.85,241,10444.66
2024-01-18,Tesla_Search,Competitor,Commercial,UK,134389,4942,1461.23,1295,289204.94
2024-01-19,Tesla_Search,Competitor,Commercial,USA,49163,7259,1162.47,683,35637.23
2024-01-20,Tesla_Search,Competitor,Commercial,Germany,147379,15476,1869.99,1035,228350.22
2024-01-21,Tesla_Search,Competitor,Commercial,UK,8273,421,2475.34,33,4648.11
2024-01-22,Tesla_Search,Competitor,Commercial,France,103741,14895,1084.78,1044,120604.38
2024-01-23,Tesla_Search,Competitor,Commercial,France,65290,4886,341.62,1837,386800.57
2024-01-24,Tesla_Search,Competitor,Commercial,Germany,30251,450,230.69,90,21485.86
2024-01-25,Tesla_Search,Competitor,Commercial,UK,119900,14356,758.76,3908,713309.97
2024-01-26,Tesla_Search,Competitor,Commercial,USA,135529,2825,423.03,15,2378.24
2024-01-27,Tesla_Search,Competitor,Commercial,Germany,120889,12511,835.07,1447,201784.32
2024-01-28,Tesla_Search,Competitor,Commercial,France,75216,1667,619.05,505,51384.44
2024-01-29,Tesla_Search,Competitor,Commercial,France,137706,17289,1470.58,6914,1616560.98
2024-01-30,Tesla_Search,Competitor,Commercial,Germany,86620,6372,830.52,730,174864.62
2024-01-01,Tesla_Search,Remarketing,Commercial,Turkey,57228,7133,1321.88,2355,524944.44
2024-01-02,Tesla_Search,Remarketing,Commercial,Germany,28074,2925,747.74,242,21723.06
2024-01-03,Tesla_Search,Remarketing,Commercial,UK,117059,7408,2219.11,1181,279095.22
2024-01-04,Tesla_Search,Remarketing,Commercial,Germany,29818,1977,1682.76,144,6709.62
2024-01-05,Tesla_Search,Remarketing,Commercial,France,135352,5612,117.01,162,39036.78
2024-01-06,Tesla_Search,Remarketing,Commercial,France,143011,6474,66.33,105,11355.4
2024-01-07,Tesla_Search,Remarketing,Commercial,Germany,113805,14656,1326.19,3717,339592.02
2024-01-08,Tesla_Search,Remarketing,Commercial,Turkey,33441,3720,2227.76,1010,85029.6
2024-01-09,Tesla_Search,Remarketing,Commercial,USA,74994,11036,335.33,2897,596258.35
2024-01-10,Tesla_Search,Remarketing,Commercial,USA,21490,1419,433.98,343,29883.64
2024-01-11,Tesla_Search,Remarketing,Commercial,France,21421,2975,1735.45,78,9555.78
2024-01-12,Tesla_Search,Remarketing,Commercial,France,85237,3199,2111.51,72,17176.76
2024-01-13,Tesla_Search,Remarketing,Commercial,Turkey,66464,2322,1486.54,893,211829.9
2024-01-14,Tesla_Search,Remarketing,Commercial,USA,71543,7782,421.01,766,145579.18
2024-01-15,Tesla_Search,Remarketing,Commercial,Germany,36548,1706,1605.19,90,21504.36
2024-01-16,Tesla_Search,Remarketing,Commercial,USA,2838,302,214.79,71,11539.19
2024-01-17,Tesla_Search,Remarketing,Commercial,USA,12174,936,1735.56,314,34717.5
2024-01-18,Tesla_Search,Remarketing,Commercial,France,63529,5793,1236.37,737,164001.05
2024-01-19,Tesla_Search,Remarketing,Commercial,USA,78576,11024,1238.4,3212,512360.49
2024-01-20,Tesla_Search,Remarketing,Commercial,France,128080,9760,286.51,460,111162.11
2024-01-21,Tesla_Search,Remarketing,Commercial,Germany,111994,14732,847.22,5426,654346.78
2024-01-22,Tesla_Search,Remarketing,Commercial,USA,123827,10529,1668.5,2847,517635.65
2024-01-23,Tesla_Search,Remarketing,Commercial,USA,128809,16109,1522.59,5629,438181.11
2024-01-24,Tesla_Search,Remarketing,Commercial,Germany,72234,8394,577.01,3206,375186.35
2024-01-25,Tesla_Search,Remarketing,Commercial,France,86722,4366,1703.72,842,95196.64
2024-01-26,Tesla_Search,Remarketing,Commercial,UK,113463,13143,688.71,447,38161.01
2024-01-27,Tesla_Search,Remarketing,Commercial,USA,91087,10504,2055.39,2527,317689.84
2024-01-28,Tesla_Search,Remarketing,Commercial,USA,45656,4471,555.19,1280,63770.9
2024-01-29,Tesla_Search,Remarketing,Commercial,France,88424,2197,1532.15,20,4776.25
2024-01-30,Tesla_Search,Remarketing,Commercial,Turkey,101401,1558,1962.06,341,78515.74
2024-01-01,BMW_Search,Brand,Commercial,France,18636,2762,170.58,431,45889.43
2024-01-02,BMW_Search,Brand,Commercial,USA,43154,4468,1019.04,1470,112602.38
2024-01-03,BMW_Search,Brand,Commercial,USA,100010,5511,1062.82,1018,240760.16
2024-01-04,BMW_Search,Brand,Commercial,Turkey,7250,853,2353.87,52,7167.54
2024-01-05,BMW_Search,Brand,Commercial,UK,13084,401,743.57,6,460.51
2024-01-06,BMW_Search,Brand,Commercial,USA,10854,637,1887.29,208,41893.71
2024-01-07,BMW_Search,Brand,Commercial,UK,36391,2291,2161.86,78,3246.77
2024-01-08,BMW_Search,Brand,Commercial,UK,7283,95,1869.5,34,5477.27
2024-01-09,BMW_Search,Brand,Commercial,USA,27049,3094,1491.08,801,55039.85
2024-01-10,BMW_Search,Brand,Commercial,France,83838,5383,1091.62,95,8833.54
2024-01-11,BMW_Search,Brand,Commercial,UK,55127,896,697.46,335,51806.16
2024-01-12,BMW_Search,Brand,Commercial,UK,78346,7117,278.0,1664,251637.0
2024-01-13,BMW_Search,Brand,Commercial,UK,76559,8816,1291.15,1566,45214.84
